ID,QUESTION_ID,ANSWER
500100029,500100007,4
500100030,500100007,5
500100031,500100011,Executive/Senior Management
500100032,500100011,Manager
500100033,500100011,Staff/Employee
500100034,500100011,Intern
500100035,500100011,Other (please specify): __________________
500100036,500100012,Less than 1 year
500100037,500100012,1-3 years
500100038,500100012,3-5 years
500100039,500100012,5-10 years
500100040,500100012,More than 10 years
500100041,500100013,1
500100042,500100013,2
500100043,500100013,3
500100044,500100013,4
500100045,500100013,5
500100046,500100013,6
500100047,500100013,7
500100048,500100013,8
500100049,500100013,9
500100050,500100013,10
500100051,500100014,"Yes, completely"
500100052,500100014,"Yes, to some extent"
500100053,500100014,"No, not really"
500100054,500100014,"No, not at all"
500100055,500100015,Agree
500100056,500100015,Partially agree
500100057,500100015,Partially disagree
500100058,500100015,Disagree
500100059,500100021,Executive/Senior Management
500100060,500100021,Manager
500100061,500100021,Staff/Employee
500100062,500100021,Intern
500100063,500100021,Other (please specify): __________________
500100064,500100022,Less than 1 year
500100065,500100022,1-3 years
500100066,500100022,3-5 years
500100067,500100022,5-10 years
500100068,500100022,More than 10 years
500100069,500100023,1
500100070,500100023,2
500100071,500100023,3
500100072,500100023,4
500100073,500100023,5
500100074,500100023,6
500100075,500100023,7
500100076,500100023,8
500100077,500100023,9
500100078,500100023,10
500100079,500100024,"Yes, completely"
500100080,500100024,"Yes, to some extent"
500100081,500100024,"No, not really"
500100082,500100024,"No, not at all"
500100083,500100025,"Yes, very user-friendly"
500100084,500100025,"Yes, somewhat user-friendly"
500100085,500100025,"No, not really"
500100086,500100025,"No, not at all"
500100087,500100026,1
500100088,500100026,2
500100089,500100026,3
500100090,500100026,4
500100091,500100026,5
500100092,500100030,1
500100093,500100030,2
500100094,500100030,3
500100095,500100030,4
500100096,500100030,5
500100097,500100031,Less than 1 year
500100098,500100031,1-3 years
500100099,500100031,3-5 years
500100100,500100031,5-10 years
500100101,500100031,More than 10 years
500100102,500100032,Primarily required by my Role
500100103,500100032,"Some required by my Role and then common Tools (Internet, Office, Networking, Mailing...)"
500100104,500100032,"Primarily common Tools (Internet, Office, Networking, Mailing...)"
500100105,500100033,Yes
500100106,500100033,No
500100107,500100033,Partially
500100108,500100034,Yes
500100109,500100034,No
500100110,500100034,Somewhat
500100111,500100035,Agree
500100112,500100035,Disagree
500100113,500100035,Somewhat agree
500100114,500100035,Somewhat disagree
500100115,500100036,Yes
500100116,500100036,No
500100117,500100036,Partially
500100118,500100037,1
500100119,500100037,2
500100120,500100037,3
500100121,500100037,4
500100122,500100037,5
500100123,500100037,6
500100124,500100037,7
500100125,500100037,8
500100126,500100037,9
500100127,500100037,10
500100128,500100041,Mobile Phone
500100129,500100041,Portable PC
500100130,500100041,Company Car
500100131,500100041,Insurance
500100132,500100041,Annual Variable
500100133,500100041,Other
500100134,500100042,Less than 1 year
500100135,500100042,1-3 years
500100136,500100042,3-5 years
500100137,500100042,5-10 years
500100138,500100042,More than 10 years
500100139,500100043,1
500100140,500100043,2
500100141,500100043,3
500100142,500100043,4
500100143,500100043,5
500100144,500100043,6
500100145,500100043,7
500100146,500100043,8
500100147,500100043,9
500100148,500100043,10
500100149,500100044,Health insurance
500100150,500100044,Dental insurance
500100151,500100044,Vision insurance
500100152,500100044,"Retirement plans (e.g., 401(k))"
500100153,500100044,Paid time off (PTO)
500100154,500100044,Flexible working hours
500100155,500100044,Remote work options
500100156,500100044,Employee assistance programs (EAP)
500100157,500100044,Tuition reimbursement
500100158,500100044,Other
500100159,500100045,Yes
500100160,500100045,No
500100161,500100045,Somewhat
500100162,500100050,Executive/Senior Management
500100163,500100050,Manager
500100164,500100050,Staff/Employee
500100165,500100050,Intern
500100166,500100050,Other
500100167,500100051,Less than 1 year
500100168,500100051,1-3 years
500100169,500100051,3-5 years
500100170,500100051,5-10 years
500100171,500100051,More than 10 years
500100172,500100052,Yes
500100173,500100052,No
500100174,500100052,Not sure
500100175,500100053,Yes
500100176,500100053,No
500100177,500100053,Not sure
500100178,500100054,Yes
500100179,500100054,No
500100180,500100054,Not applicable
500100181,500100055,Very satisfied
500100182,500100055,Satisfied
500100183,500100055,Neutral
500100184,500100055,Dissatisfied
500100185,500100055,Very dissatisfied
500100186,500100056,On-the-job training
500100187,500100056,Workshops and seminars
500100188,500100056,Online courses
500100189,500100056,Mentorship programs
500100190,500100056,Leadership development programs
500100191,500100056,Other (please specify): __________________
500100192,500100057,Yes
500100193,500100057,No
500100194,500100057,Somewhat
500100195,500100058,Very supported
500100196,500100058,Supported
500100197,500100058,Neutral
500100198,500100058,Unsupported
500100199,500100058,Very unsupported
500100200,500100059,Very supported
500100201,500100059,Supported
500100202,500100059,Neutral
500100203,500100059,Unsupported
500100204,500100059,Very unsupported
500100205,500100060,Yes
500100206,500100060,No
500100207,500100064,Executive/Senior Management
500100208,500100064,Manager
500100209,500100064,Staff/Employee
500100210,500100064,Intern
500100211,500100064,Other (please specify): __________________
500100212,500100065,Less than 1 year
500100213,500100065,1-3 years
500100214,500100065,3-5 years
500100215,500100065,5-10 years
500100216,500100065,More than 10 years
500100217,500100066,Just 1
500100218,500100066,from 1 to 3
500100219,500100066,from 3 to 5
500100220,500100066,more than 5
500100221,500100067,1
500100222,500100067,2
500100223,500100067,3
500100224,500100067,4
500100225,500100067,5
500100226,500100067,6
500100227,500100067,7
500100228,500100067,8
500100229,500100067,9
500100230,500100067,10
500100231,500100068,Yes
500100232,500100068,No
500100233,500100068,Not sure
500100234,500100069,Yes
500100235,500100069,No
500100236,500100069,Not sure
500100237,500100070,1
500100238,500100070,2
500100239,500100070,3
500100240,500100070,4
500100241,500100070,5
500100242,500100070,6
500100243,500100070,7
500100244,500100070,8
500100245,500100070,9
500100246,500100070,10
500100247,500100071,1
500100248,500100071,2
500100249,500100071,3
500100250,500100071,4
500100251,500100071,5
500100252,500100074,Executive/Senior Management
500100253,500100074,Manager
500100254,500100074,Staff/Employee
500100255,500100074,Intern
500100256,500100074,Other (please specify): __________________
500100257,500100075,Less than 1 year
500100258,500100075,1-3 years
500100259,500100075,3-5 years
500100260,500100075,5-10 years
500100261,500100075,More than 10 years
500100262,500100076,1
500100263,500100076,2
500100264,500100076,3
500100265,500100076,4
500100266,500100076,5
500100267,500100077,1
500100268,500100077,2
500100269,500100077,3
500100270,500100077,4
500100271,500100077,5
500100272,500100078,"Yes, regularly"
500100273,500100078,"Yes, occasionally"
500100274,500100078,"No, rarely"
500100275,500100078,"No, never"
500100276,500100079,1
500100277,500100079,2
500100278,500100079,3
500100279,500100079,4
500100280,500100079,5
500100281,500100081,Sales
500100282,500100081,Marketing
500100283,500100081,IT
500100284,500100081,HR
500100285,500100081,Finance
500100286,500100081,R&D
500100287,500100081,Other (please specify): __________________
500100288,500100082,Less than 1 year
500100289,500100082,1-3 years
500100290,500100082,3-5 years
500100291,500100082,5-10 years
500100292,500100082,More than 10 years
500100293,500100083,1
500100294,500100083,2
500100295,500100083,3
500100296,500100083,4
500100297,500100083,5
500100298,500100083,6
500100299,500100083,7
500100300,500100083,8
500100301,500100083,9
500100302,500100083,10
500100303,500100084,"Yes, completely"
500100304,500100084,"Yes, to some extent"
500100305,500100084,"No, not really"
500100306,500100084,"No, not at all"
500100307,500100085,At least Once a Year
500100308,500100085,Rarely
500100309,500100085,Never
500100310,500100086,1
500100311,500100086,2
500100312,500100086,3
500100313,500100086,4
500100314,500100086,5
500100315,500100088,Strongly agree
500100316,500100088,Agree
500100317,500100088,Somewhat agree
500100318,500100088,Somewhat disagree
500100319,500100088,Disagree
500100320,500100088,Strongly Disagree
500100321,500100091,Sales
500100322,500100091,HR
500100323,500100091,IT
500100324,500100091,Finance
500100325,500100091,R&D
500100326,500100091,Other (please specify): __________________
500100327,500100092,Less than 1 year
500100328,500100092,1-3 years
500100329,500100092,3-5 years
500100330,500100092,5-10 years
500100331,500100092,More than 10 years
500100332,500100093,1
500100333,500100093,2
500100334,500100093,3
500100335,500100093,4
500100336,500100093,5
500100337,500100093,6
500100338,500100093,7
500100339,500100093,8
500100340,500100093,9
500100341,500100093,10
500100342,500100094,Yes
500100343,500100094,No
500100344,500100094,Somewhat
500100345,500100095,Yes
500100346,500100095,No
500100347,500100095,Somewhat
500100348,500100096,1
500100349,500100096,2
500100350,500100096,3
500100351,500100096,4
500100352,500100096,5
500100353,500100096,6
500100354,500100096,7
500100355,500100096,8
500100356,500100096,9
500100357,500100096,10
500100358,500100097,Yes
500100359,500100097,No
500100360,500100097,"Not yet, but I would like to"
500100361,500100100,Less than 1 year
500100362,500100100,1-3 years
500100363,500100100,3-5 years
500100364,500100100,5-10 years
500100365,500100100,More than 10 years
500100366,500100101,Very motivated
500100367,500100101,Motivated
500100368,500100101,Neutral
500100369,500100101,Demotivated
500100370,500100101,Very demotivated
500100371,500100102,Recognition for achievements
500100372,500100102,Opportunities for career advancement
500100373,500100102,Challenging and interesting work
500100374,500100102,Supportive work environment
500100375,500100102,Competitive salary and benefits
500100376,500100102,Opportunities for learning and development
500100377,500100102,Autonomy and independence
500100378,500100102,Other (please specify): __________________
500100379,500100103,Yes
500100380,500100103,No
500100381,500100103,Sometimes
500100382,500100105,Executive/Senior Management
500100383,500100105,Manager
500100384,500100105,Staff/Employee
500100385,500100106,Less than 1 year
500100386,500100106,1-3 years
500100387,500100106,3-5 years
500100388,500100106,5-10 years
500100389,500100106,More than 10 years
500100390,500100107,Very satisfied
500100391,500100107,Satisfied
500100392,500100107,Neutral
500100393,500100107,Dissatisfied
500100394,500100107,Very dissatisfied
500100395,500100108,Communication Skills
500100396,500100108,Problem-Solving Abilities
500100397,500100108,Technical Expertise
500100398,500100108,Team Collaboration
500100399,500100108,Leadership Skills
500100400,500100108,Adaptability and Flexibility
500100401,500100108,Time Management
500100402,500100108,Customer Service Skills
500100403,500100108,Creativity and Innovation
500100404,500100108,Attention to Detail
500100405,500100108,Work Ethic and Reliability
500100406,500100108,Strategic Thinking
500100407,500100108,Project Management
500100408,500100108,Other (please specify)
500100409,500100109,Communication Skills
500100410,500100109,Problem-Solving Abilities
500100411,500100109,Technical Expertise
500100412,500100109,Team Collaboration
500100413,500100109,Leadership Skills
500100414,500100109,Adaptability and Flexibility
500100415,500100109,Time Management
500100416,500100109,Customer Service Skills
500100417,500100109,Creativity and Innovation
500100418,500100109,Attention to Detail
500100419,500100109,Work Ethic and Reliability
500100420,500100109,Strategic Thinking
500100421,500100109,Project Management
500100422,500100109,Other (please specify)
500100423,500100110,Yes
500100424,500100110,No
500100425,500100110,Somewhat
500100426,500100111,Yes
500100427,500100111,No
500100428,500100111,Partially
500100429,500100112,Yes
500100430,500100112,No
500100431,500100112,Not applicable
500100432,500100113,Yes
500100433,500100113,No
500100434,500100113,Not applicable
500100435,500100115,Executive/Senior Management
500100436,500100115,Manager
500100437,500100115,Staff/Employee
500100438,500100116,Less than 1 year
500100439,500100116,1-3 years
500100440,500100116,3-5 years
500100441,500100116,5-10 years
500100442,500100116,More than 10 years
500100443,500100117,1
500100444,500100117,2
500100445,500100117,3
500100446,500100117,4
500100447,500100117,5
500100448,500100120,Yes
500100449,500100120,No
500100450,500100120,Not applicable
500100451,500100121,1
500100452,500100121,2
500100453,500100121,3
500100454,500100121,4
500100455,500100121,5
500100456,500100121,6
500100457,500100121,7
500100458,500100121,8
500100459,500100121,9
500100460,500100121,10
500100461,500100122,Yes
500100462,500100122,No
500100463,500100122,Somewhat
500100464,500100123,Yes
500100465,500100123,No
500100466,500100123,Not applicable
500100467,500100125,Executive/Senior Management
500100468,500100125,Manager
500100469,500100125,Staff/Employee
500100470,500100126,1
500100471,500100126,2
500100472,500100126,3
500100473,500100126,4
500100474,500100126,5
500100475,500100126,6
500100476,500100126,7
500100477,500100126,8
500100478,500100126,9
500100479,500100126,10
500100480,500100127,More than once a trimester
500100481,500100127,Once a trimester
500100482,500100127,Once a semester
500100483,500100127,Once a year
500100484,500100127,Never
500100485,500100127,Other (please specify)
500100486,500100128,Yes
500100487,500100128,No
500100488,500100128,Sometimes
500100489,500100129,"Yes, absolutely"
500100490,500100129,"Yes, in some points"
500100491,500100129,Generally not so much
500100492,500100129,Not at all
500100493,500100131,Executive/Senior Management
500100494,500100131,Manager
500100495,500100131,Staff/Employee
500100496,500100131,Intern
500100497,500100131,Other (please specify): __________________
500100498,500100132,Less than 1 year
500100499,500100132,1-3 years
500100500,500100132,3-5 years
500100501,500100132,5-10 years
500100502,500100132,More than 10 years
500100503,500100133,Daily
500100504,500100133,Weekly
500100505,500100133,Monthly
500100506,500100133,Quarterly
500100507,500100133,Annually
500100508,500100133,Rarely
500100509,500100133,Never
500100510,500100134,"Yes, always"
500100511,500100134,"Yes, sometimes"
500100512,500100134,"No, not often"
500100513,500100134,"No, never"
500100514,500100136,Executive/Senior Management
500100515,500100136,Manager
500100516,500100136,Staff/Employee
500100517,500100136,Intern
500100518,500100136,Other (please specify): __________________
500100519,500100137,Very frequently
500100520,500100137,Frequently
500100521,500100137,Occasionally
500100522,500100137,Rarely
500100523,500100137,Never
500100524,500100138,"Yes, very comfortable"
500100525,500100138,"Yes, somewhat comfortable"
500100526,500100138,"No, not really"
500100527,500100138,"No, not at all"
500100528,500100139,"Yes, always"
500100529,500100139,"Yes, most of the time"
500100530,500100139,Sometimes
500100531,500100139,Rarely
500100532,500100139,"No, never"
500100533,500100143,Executive/Senior Management
500100534,500100143,Manager
500100535,500100143,Staff/Employee
500100536,500100144,1
500100537,500100144,2
500100538,500100144,3
500100539,500100144,4
500100540,500100144,5
500100541,500100145,Daily
500100542,500100145,Weekly
500100543,500100145,Monthly
500100544,500100145,Quarterly
500100545,500100145,Annually
500100546,500100145,Rarely
500100547,500100145,Never
500100548,500100146,Yes
500100549,500100146,No
500100550,500100146,Sometimes
500100551,500100147,Yes
500100552,500100147,No
500100553,500100147,Sometimes
500100554,500100148,Yes
500100555,500100148,No
500100556,500100149,1
500100557,500100149,2
500100558,500100149,3
500100559,500100149,4
500100560,500100149,5
500100561,500100149,6
500100562,500100149,7
500100563,500100149,8
500100564,500100149,9
500100565,500100149,10
500100566,500100150,Yes
500100567,500100150,No
500100568,500100150,Not sure
500100569,500100152,1
500100570,500100152,2
500100571,500100152,3
500100572,500100152,4
500100573,500100152,5
500100574,500100152,6
500100575,500100152,7
500100576,500100152,8
500100577,500100152,9
500100578,500100152,10
500100579,500100153,1
500100580,500100153,2
500100581,500100153,3
500100582,500100153,4
500100583,500100153,5
500100584,500100153,6
500100585,500100153,7
500100586,500100153,8
500100587,500100153,9
500100588,500100153,10
500100589,500100154,Yes
500100590,500100154,No
500100591,500100154,Sometimes
500100592,500100155,Yes
500100593,500100155,No
500100594,500100155,Not sure
500100595,500100159,Yes
500100596,500100159,No
500100597,500100160,"Yes, always"
500100598,500100160,"Yes, sometimes"
500100599,500100160,"No, not often"
500100600,500100160,"No, never"
500100601,500100161,"Yes, always"
500100602,500100161,"Yes, sometimes"
500100603,500100161,"No, not often"
500100604,500100161,"No, never"
500100605,500100164,1
500100606,500100164,2
500100607,500100164,3
500100608,500100164,4
500100609,500100164,5
500100610,500100164,6
500100611,500100164,7
500100612,500100164,8
500100613,500100164,9
500100614,500100164,10
500100615,500100165,"Yes, very aware"
500100616,500100165,"Yes, somewhat aware"
500100617,500100165,"No, not very aware"
500100618,500100165,"No, not aware at all"
500100619,500100166,"Yes, completely"
500100620,500100166,"Yes, to some extent"
500100621,500100166,"No, not really"
500100622,500100166,"No, not at all"
500100623,500100170,Executive/Senior Management
500100624,500100170,Manager
500100625,500100170,Staff/Employee
500100626,500100171,Less than 1 year
500100627,500100171,1-3 years
500100628,500100171,3-5 years
500100629,500100171,5-10 years
500100630,500100171,More than 10 years
