QUESTIONNAIRE_ID,ID,GENERATED,GROUND_TRUTH,BLEU_SCORE,BLEU_SCORE_MEAN,BLEU_SCORE_VAR
500000002,8,How would you rate the level of engagement and motivation you feel in your role?,Ã¯Â¿Â½I am satisfied with the investment my organization makes in training and education.,0.0621984175396105,0.01789833434622232,0.0006039612603339812
500000002,9,What are the most significant factors that contribute to your decision to stay or leave the organization?,I am often so involved in my work that the day goes by very quickly.,0.0456425799656821,0.01898975015014663,0.0003097637171585656
500000003,0,What do you consider to be your greatest strength?,Takes the risk to decide for the Team,0.0552422012763417,0.020715825478628137,0.0008174198576399594
500000003,1,What motivates you to perform at your best?,Takes the risk to decide for the Team,0.0609367579321826,0.022851284224568474,0.0009946308394514515
500000003,2,What do you think are the most important skills or qualities for success in your role?,Takes the risk to decide for the Team,0.0480675628866961,0.010257057819873712,0.00037486828883398065
500000003,3,What do you think are the biggest challenges you face in your role?,Takes the risk to decide for the Team,0.0405487152208931,0.010137178805223275,0.0003523282084425189
500000003,4,Do you feel that your skills and abilities are being utilized effectively?,Has always a positive attitude with collagues,0.0,0.0,0.0
500000003,5,Do you feel that you are being challenged and stretched in your role?,Also suitable to work in this area,0.0405487152208931,0.005068589402611638,0.00020552478825813596
500000003,6,Do you feel that you have the necessary tools and resources to perform your job effectively?,Takes the risk to decide for the Team,0.0480675628866961,0.014505670278910412,0.00041966649168703507
500000003,7,Do you feel that you are being recognized and rewarded for your contributions?,Takes the risk to decide for the Team,0.0405487152208931,0.005068589402611638,0.00020552478825813602
500000003,8,Any additional comments or feedback regarding employee potential?,Has always a positive attitude with collagues,0.0,0.0,0.0
500000005,0,How would you rate the overall quality of the course?,How do you rate this course?,0.2108185106778919,0.06980162223066913,0.007579205909674296
500000005,1,What did you find most valuable about the course?,How do you rate this course?,0.0781242702603468,0.04229814835940705,0.001578209309026803
500000005,2,What did you find least valuable about the course?,How do you rate this course?,0.0781242702603468,0.04229814835940705,0.001578209309026803
500000005,3,How would you rate the instructor's teaching style?,How do you rate this course?,0.2314550249431378,0.07958746873247728,0.00918843913608874
500000005,4,How would you rate the course materials and resources?,How do you rate this course?,0.2041241452319315,0.07100972916816868,0.0071653904228516875
500000005,5,What changes would you suggest to improve the course?,How do you rate this course?,0.0781242702603468,0.04229814835940705,0.001578209309026803
500100002,0,Do you have access to the technology and tools you need to perform your job effectively?,Do you have access to the necessary software and applications needed to perform your job effectively?,0.6708203932499369,0.21142151961839645,0.038724730644168544
500100002,1,How would you rate the overall quality of the technology and tools provided by the company?,How would you rate the reliability and performance of the technology and tools provided by the company?,0.7859693580599799,0.21092893872018795,0.05542256934379082
500100002,2,Are you satisfied with the training and support provided by the company to learn and use new technology and tools?,How would you rate the reliability and performance of the technology and tools provided by the company?,0.2513123449750173,0.12365406027609821,0.006455639936140152
500100002,3,Do you feel that the company is investing enough in technology and tools to support your work?,How can the company better support employees in utilizing technology and tools effectively?,0.2778594651131056,0.13290661276318122,0.006806209810243194
500100002,4,What do you think is the most important technology or tool that the company could provide to improve your work?,How can the company better support employees in utilizing technology and tools effectively?,0.0888523316638638,0.06065341328039987,0.00020503966092097535
500100003,0,What type of technology do you primarily use for work?,What is your role in the company?,0.0505809043128382,0.026978113639912288,0.0003483880084211815
500100003,1,How often do you use technology to complete tasks?,Leave a comment to complete your previous answer.,0.1666666666666666,0.041700952780432746,0.0024554825619275533
500100003,2,Do you have access to the technology and tools you need to perform your job effectively?,"Do you have access to the necessary hardware (e.g., computers, mobile devices) to perform your job effectively?",0.6033489639637625,0.18189338430954,0.038533558316264906
500100003,3,How would you rate the overall quality of the technology and tools provided by the company?,Is there any improvement you would suggest to enhance access to technology and tools within the company?,0.2778821314445246,0.08245172452784341,0.0070301437803032595
500100003,4,What is the most significant challenge you face when using technology and tools for work?,Is there any improvement you would suggest to enhance access to technology and tools within the company?,0.190978475272383,0.06433934968466398,0.0033426935026593663
500100003,5,Do you feel that the company provides adequate support for technology and tool-related issues?,Is there any improvement you would suggest to enhance access to technology and tools within the company?,0.1196550956865584,0.06501098824298865,0.0022621783908703262
500100003,6,How can the company improve its provision of technology and tools?,Is there any improvement you would suggest to enhance access to technology and tools within the company?,0.0957142025994569,0.03309818440746727,0.0009477346586114153
500100003,7,Any additional comments or feedback regarding access to technology and tools?,Any additional comments or suggestions?,0.3302891295379082,0.07946816346005914,0.01101661122178696
500100004,0,How would you rate the availability of technology and tools to support your work?,How would you rate from 1 to 5 the quality of support you received to effectively use the technology and tools provided?,0.310439785996852,0.17881956484882508,0.010234661499613187
500100004,1,Do you have access to the technology and tools you need to perform your job effectively?,Do you have access to the necessary software and applications required to perform your job effectively?,0.6708203932499369,0.2295378840381964,0.035445184021214965
500100004,2,How often do you encounter issues with technology or tools that hinder your productivity?,What improvements or changes would you suggest to enhance access to technology and tools within the company?,0.0614689239734235,0.04718584103488507,0.00012116046490938791
500100004,3,What technology or tools would you like to have access to that you currently do not?,What improvements or changes would you suggest to enhance access to technology and tools within the company?,0.2572688626589791,0.1255844471021169,0.006678086864637151
500100004,4,How important is it for you to have access to the latest technology and tools?,Do you have access to the necessary software and applications required to perform your job effectively?,0.2958332839696959,0.15604655226668745,0.008486406810959933
500100004,5,Do you feel that the company is investing enough in technology and tools to support employee productivity?,Are the technology and tools provided by the company user-friendly and easy to use?,0.2572478777137633,0.14207120599539003,0.0050120596780848774
500100004,6,Any additional comments or feedback regarding access to technology and tools?,Any additional comments or suggestions regarding access to technology and tools?,0.8528028654224418,0.17291943806076635,0.07028027054422492
500100005,0,Do you have access to the technology and tools you need to perform your job effectively?,"Do you have access to the necessary hardware (computers, laptops, mobile devices) required for your job?",0.3818813079129866,0.13435871634878574,0.011910092769706736
500100005,1,How would you rate the overall quality of the technology and tools provided by the company?,Is there any improvement you would you suggest to enhance access to technology and tools outside of the company?,0.3384497202419123,0.11944412639779768,0.007870388357482806
500100005,2,Have you ever experienced any issues with the technology or tools provided by the company?,How long have you been with the company?,0.1951800145897066,0.09391513577830525,0.004071007133530742
500100005,3,How would you rate the frequency of software updates and maintenance?,Is there any improvement you would you suggest to enhance access to technology and tools outside of the company?,0.1030239334706688,0.052368981269482834,0.0005118081465347179
500100005,4,Do you have access to training or resources to learn new technologies or tools?,"Do you have access to the necessary hardware (computers, laptops, mobile devices) required for your job?",0.2873672255424503,0.06783390942268955,0.007251410901710607
500100005,5,How would you rate the overall support provided by the company's IT department?,Are the software and applications provided by the company sufficient for your job tasks?,0.2096888927716905,0.06520872114336332,0.0034560795564788534
500100005,6,What improvements would you suggest to enhance access to technology and tools?,Is there any improvement you would you suggest to enhance access to technology and tools outside of the company?,0.4121362686702263,0.11190684303151001,0.020947796420704205
500100006,0,What type of benefits are most important to you?,What do you think has the highest priority for you?,0.0699086686263899,0.039895969189750954,0.0004659380977600659
500100006,1,How satisfied are you with the benefits package offered by your employer?,Do you feel that the benefits provided adequately meet your needs?,0.1740776559556978,0.1079806832716681,0.002744407206713519
500100006,2,Which of the following benefits would you like to see added or improved?,What additional benefits or perks would you like to see offered by the company?,0.4193777855433809,0.13107996706477917,0.022129857098662876
500100006,3,How important is it to you that your employer offers a comprehensive benefits package?,Do you feel that the benefits provided adequately meet your needs?,0.0761585582791219,0.055593488119452,0.00024670820422726053
500100006,4,Have you ever had to choose between a job offer and another job offer based on benefits?,What additional benefits or perks would you like to see offered by the company?,0.0456425799656821,0.03144125708993682,0.00016628903427168113
500100006,5,"If yes, what was the deciding factor?",What do you think has the highest priority for you?,0.0443415162709326,0.022175349387490557,0.0002796367103221736
500100006,6,How do you think your employer could improve the benefits package to better meet your needs?,Do you feel that the benefits provided adequately meet your needs?,0.273861278752583,0.11018143940278197,0.005500017971317592
500100006,7,Would you be more likely to stay with your current employer if they offered a more comprehensive benefits package?,How long have you been in your current role?,0.0936585811581693,0.05064897474760796,0.00040518181567567187
500100006,8,How important is it to you that your employer offers a benefits package that is competitive with industry standards?,Are there any existing benefits that you perceive not aligned or well dimensioned with respect to your seniority?,0.0718726820119455,0.04762133343668101,0.000181500656596127
500100006,9,Have you ever had to pay out-of-pocket for a benefit that you felt was essential to your well-being?,Are there any existing benefits that you perceive not aligned or well dimensioned with respect to your seniority?,0.1616904166908886,0.05181947283353971,0.0019275995127844853
500100006,10,"If yes, what was the benefit and how did it affect you?",What do you think has the highest priority for you?,0.061359677928069,0.031179527408857224,0.00042961349213485714
500100007,0,What motivates you to grow professionally?,What is your role in the company?,0.0654179323202992,0.028568010856611363,0.0002676819190871472
500100007,1,How would you rate your current job satisfaction?,What improvements would you suggest to enhance career development opportunities within the company?,0.1011549018761731,0.04493058391323999,0.0005557876462279809
500100007,2,What skills or knowledge do you think are essential for your career growth?,Rate the level of support you receive by HR to advance your career,0.1386750490563073,0.08098730893538432,0.0014719215505631681
500100007,3,How do you prioritize your learning and development?,How long have you been with this role?,0.0861775895147389,0.044149236997796625,0.00027453595894846714
500100007,4,What barriers do you face in pursuing your career goals?,Do you feel that the training and development opportunities provided align with your career goals?,0.1808325047406988,0.07537272504121097,0.002213565303275363
500100007,5,How important is career development to you?,What improvements would you suggest to enhance career development opportunities within the company?,0.1134184137695312,0.042418539430747804,0.0006779423269384082
500100007,6,Any additional comments or feedback regarding career development?,Do you have any additional comments or feedback regarding career development?,0.5952099751816673,0.05996085625497981,0.0239005333909844
500100009,0,How clear are you about your long-term career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.0937799036288093,0.0519096563585017,0.0010649845830163
500100009,1,What motivates you to achieve your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.0695226795566466,0.04981253618341265,0.0002630579361399868
500100009,2,"On a scale of 1 to 10, how confident are you in your ability to achieve your career goals? (1 being very uncertain, 10 being very confident)","Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.1307440900921226,0.07445229207042188,0.0019990880263139115
500100009,3,Do you feel like you have a clear understanding of the skills and qualifications needed to achieve your career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.1147078669352808,0.06391912028979999,0.0010202568887023066
500100009,4,What steps have you taken to develop the skills and qualifications needed to achieve your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.1212678125181665,0.08073237869481793,0.0011127641617237098
500100009,5,Leave a comment to complete your previous answer.,"Rate, from 1 to 5, if there are enough opportunity for vertical career advancement in your company?",0.027977767066955,0.012688776118830458,0.00016344391547221985
500100009,6,What do you think is the biggest obstacle to achieving your career goals?,How can the company better communicate and support employees in exploring and pursuing their career goals?,0.1100972635198182,0.07194095122539244,0.0005736282357624726
500100009,7,Is there anything you would like to change or improve about your current career path?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.1181853084405639,0.05204635739023753,0.0013198279224559603
500100009,8,Do you think there's anything about your current role that's not aligned with your long-term career goals?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.186729400349988,0.0646345136691684,0.0035132046985753337
500100009,9,Any additional comments or suggestions?,Have you had discussions with your manager or HR about your career goals and development opportunities within the company?,0.0054550353162569,0.0007792907594652714,4.251058614515717e-06
500100010,0,How clear are you about your long-term career goals?,How often you have discussions with your manager or HR about your career development goals and aspirations?,0.1083376010076276,0.050552794381505395,0.0006704251062422811
500100010,1,What motivates you to achieve your career goals?,"How would you rate, from 1 to 5, the overall company availability to listen to your career aspirations?",0.0765716278227212,0.05254127063255896,0.0005071119687268822
500100010,2,"On a scale of 1 to 10, how confident are you in your ability to achieve your career goals? (1 being very uncertain, 10 being very confident)","On a scale of 1 to 10, how clear is the career path within the company? (1 being very unclear, 10 being very clear)",0.4848120615689497,0.0948786659276362,0.019851282628994285
500100010,3,Do you feel like you have a clear understanding of the skills and qualifications needed to achieve your career goals?,How often you have discussions with your manager or HR about your career development goals and aspirations?,0.1622214211307625,0.07824895538714924,0.0020251313115313696
500100010,4,What steps have you taken to achieve your career goals so far?,How long have you been in your current role with the company?,0.1507556722888818,0.07192060404512571,0.001814611249328907
500100010,5,What obstacles or challenges do you face in achieving your career goals?,How often you have discussions with your manager or HR about your career development goals and aspirations?,0.1147590636160502,0.06233935473385825,0.0008713285021126475
500100010,6,How important is it for you to have a clear career path?,Tell us if you agree with this statement: my company offers a clear structured framework to map career paths for all employees?,0.092656649380574,0.05222513548994839,0.0006124071334997064
500100010,7,What would you like to achieve in the next 6-12 months to move closer to your career goals?,"How would you rate, from 1 to 5, the overall company availability to listen to your career aspirations?",0.2800560168056019,0.09487133238715788,0.005468684125279588
500100010,8,Any additional comments or suggestions?,Any additional comments or suggestions regarding career path clarity?,0.3480487189989258,0.036832707977292475,0.011976115864447806
500100012,0,What motivates you to come to work every day?,What factors motivate you to perform well in your job? (Select all that apply),0.1171169265819252,0.060028670666098335,0.00112447433805051
500100012,1,How would you rate your overall job satisfaction?,What could the company do to increase your motivation and job satisfaction?,0.1403845689725654,0.07175628404421182,0.0018212150907659
500100012,2,Do you feel that your work is meaningful and contributes to the company's goals?,Do you feel that your efforts and contributions are adequately recognized by the company?,0.3922322702763681,0.14728630993680164,0.019733111225753226
500100012,3,What would make you feel more motivated and engaged at work?,Do you feel that your efforts and contributions are adequately recognized by the company?,0.1257246210194916,0.07955441987707453,0.0014206943165584486
500100012,4,Do you feel that your manager recognizes and rewards your achievements?,Do you feel that your efforts and contributions are adequately recognized by the company?,0.3556029283399652,0.12778956704138034,0.01689665660864346
500100012,5,What do you think is the most important factor in determining employee motivation?,How motivated do you feel to perform well in your job on a daily basis?,0.1189005305506443,0.07292176492125152,0.0007047797642211508
500100012,6,Any additional comments or suggestions regarding employee motivation?,How long have you been with the company?,0.0,0.0,0.0
500100013,0,How would you rate your overall job satisfaction?,How long have you been with the company?,0.0861775895147389,0.04541074352733778,0.00048676801708201934
500100013,1,What are the most important factors that contribute to your job satisfaction?,What is your role in the company?,0.0751499508526422,0.053058576286758606,0.00048465876807981856
500100013,2,How would you rate your ability to complete tasks and meet deadlines?,Do you feel adequately supported by your manager/supervisor to meet your performance goals?,0.0798374877220709,0.05665552084375876,0.0005180511962410045
500100013,3,What are the biggest challenges you face in your role?,What do you consider to be your key strengths in your role?,0.272910251025994,0.07998144585102183,0.005281455948819382
500100013,4,How would you rate the support you receive from your supervisor?,Have you received constructive feedback on your performance from your manager or supervisor?,0.1589904432118059,0.06684698613671103,0.0015242109184244992
500100013,5,What are the most important skills or competencies you believe are necessary for success in your role?,What do you consider to be your key strengths in your role?,0.1917412472118426,0.06766471989654368,0.0020068610080648504
500100013,6,Any additional comments or feedback regarding employee performance?,Any additional comments or feedback regarding employee performance?,1.0,0.11036965122292597,0.0979966937895631
500100014,0,How would you rate the overall potential of this employee?,How long have you been with the company?,0.0876086961626155,0.04600907791720245,0.00045793676132896953
500100014,1,What are the employee's greatest strengths?,What is your role in the company?,0.0925149271097724,0.02083796125117346,0.0009261480556572899
500100014,2,What areas does the employee need to improve or develop?,What areas do you feel are your strengths and contribute to your potential for growth within the company?,0.0947268630196326,0.04365837523072733,0.0006236395058322494
500100014,3,How does the employee's potential align with the company's goals and objectives?,How long have you been with the company?,0.1507556722888818,0.060434177564737526,0.0024764001055813055
500100014,4,What opportunities or challenges do you see for this employee in the next 6-12 months?,What areas do you feel are your strengths and contribute to your potential for growth within the company?,0.1263328979169188,0.06572627061346124,0.0016142763813547555
500100015,0,How would you rate the overall effectiveness of our current feedback mechanisms?,How often do you receive feedback from your manager/supervisor regarding your performance?,0.0751499508526422,0.0546160067121663,0.0003893583885929373
500100015,1,What do you think is the most important aspect of a feedback mechanism?,Do you think that the feedback processes is transparent?,0.1790287185098582,0.08755568130023163,0.0033756869623175105
500100015,2,How often do you receive feedback on your performance?,How often do you receive feedback from your manager/supervisor regarding your performance?,0.5850453652111616,0.14412957401455814,0.0475337812855529
500100015,3,Do you feel that your feedback is being used to make meaningful changes?,Do you feel comfortable providing feedback to your manager/supervisor?,0.2773500981126146,0.11012473749384026,0.009522238356104329
500100015,4,What would you like to see changed or improved in our current feedback mechanisms?,Do you feel comfortable providing feedback to your manager/supervisor?,0.0659552461853172,0.04884295728948768,0.00017979624641675684
500100016,0,How often do you receive feedback on your performance?,How frequently do you receive feedback on your performance from your manager or supervisor?,0.4000304601818309,0.130967478979136,0.022824084463584516
500100016,1,What type of feedback do you typically receive?,How frequently do you receive feedback on your performance from your manager or supervisor?,0.1093316122469756,0.0662282944678955,0.0006535508191192628
500100016,2,How effective do you think the feedback mechanisms are in helping you improve your performance?,How frequently do you receive feedback on your performance from your manager or supervisor?,0.1543033499620918,0.09578234288987882,0.0021479465607665985
500100016,3,What do you think is the most valuable type of feedback you receive?,How frequently do you receive feedback on your performance from your manager or supervisor?,0.1284076980049543,0.07328560676922499,0.0009908770986785211
500100016,4,Do you feel that the feedback you receive is timely and relevant?,Do you feel comfortable providing feedback to your manager or supervisor?,0.2461829819586654,0.10969082106844492,0.0067395624350754715
500100016,5,Do you feel that the feedback you receive is actionable and helps you improve your performance?,Do you feel comfortable providing feedback to your manager or supervisor?,0.2041241452319315,0.09764584340093559,0.004686624193116459
500100016,6,Do you have any suggestions for improving the feedback mechanisms?,Do you feel comfortable providing feedback to your manager or supervisor?,0.1651999549110089,0.0820129777631498,0.0024104931917623288
500100017,0,How often do you receive feedback on your performance?,How frequently do you receive feedback on your performance or work within the company?,0.4000304601818309,0.10308620864580775,0.017273011488650018
500100017,1,What type of feedback do you typically receive?,How frequently do you receive feedback on your performance or work within the company?,0.1093316122469756,0.05854030733217425,0.0006450919568035633
500100017,2,Do you feel that the feedback you receive is actionable and helps you improve?,Do you feel comfortable providing feedback to your manager or colleagues?,0.2096569673443836,0.09080015259941644,0.00402862307453322
