QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
500100026,0.013048948218145368,0.23404490571157235,0.23404490571157235,0.22475657678019106
500100027,0.04458181263774857,0.263755092226113,0.26375509222611304,0.2568814612984842
500100028,0.02567899794683634,0.3548169695228519,0.3548169695228519,0.34408478187519886
500100029,0.10556939254719275,0.35405071119356835,0.35405071119356835,0.35224216087570126
500100030,0.07371870502314345,0.3875846375846375,0.38758463758463757,0.3851659237166483
500100031,0.14956902491458002,0.33559654631083197,0.335596546310832,0.3276824983453287
500100032,0.04724405809063988,0.269682103610675,0.269682103610675,0.26136545507042536
500100033,0.014258360349600117,0.2114177489177489,0.2114177489177489,0.20805578519691165
500100034,0.010208264646895643,0.20795875420875418,0.2079587542087542,0.2004408018690784
500100035,0.05274771839854599,0.3387851037851037,0.3387851037851037,0.3296047926012943
500100036,0.025057008093839928,0.26069425170693966,0.26069425170693966,0.25392103059205795
500100038,0.09950863925408783,0.3655380449525739,0.3655380449525739,0.3629183238458483
500100039,0.006158262510213857,0.17538919413919415,0.17538919413919413,0.16608692816077028
500100040,0.047036537527932167,0.3308297720797721,0.3308297720797721,0.32692024079587606
500100041,0.030327357685689428,0.271605796906599,0.27160579690659903,0.26251174614218314
500100042,0.049903494759907775,0.29660027472527467,0.29660027472527467,0.2866033975237083
500100043,0.012718443140294444,0.3680050505050504,0.36800505050505045,0.3608647935673107
500100044,0.023325893576340514,0.26446078431372555,0.2644607843137255,0.22841689274410415
500100045,0.028791391403141974,0.3140720390720392,0.31407203907203907,0.31332302265635603
500100046,0.019473775380135925,0.3410269360269361,0.34102693602693607,0.3380396753852132
500100047,0.01515886326260529,0.23051435406698567,0.23051435406698567,0.22801058339292174
500100048,0.03121414966727648,0.3167085817427204,0.3167085817427204,0.3120523526520738
500100049,0.04237257151149044,0.3016481720893485,0.30164817208934847,0.2972160598323887
500100050,0.05528441027505807,0.3091350619195047,0.3091350619195047,0.3008209813813262
500100052,0.013045669117381198,0.2562968777254492,0.2562968777254491,0.25255311508117434
500100053,0.017125126659153337,0.20531045751633986,0.20531045751633986,0.20027153969346262
500100054,0.014873380419519355,0.2609515212456389,0.2609515212456389,0.2529256707753461
500100055,0.01141288676367245,0.36619047619047607,0.3661904761904761,0.3557870592935877
500100056,0.0100797766425086,0.24409340659340661,0.24409340659340661,0.23726910126910133
500100057,0.1228902536461882,0.3898242630385487,0.3898242630385487,0.3884708269272621
500100058,0.035100424790471124,0.37930839002267575,0.37930839002267575,0.3676188123894666
500100059,0.055530536589532054,0.25604664942900235,0.25604664942900235,0.2543569119634028
500100060,0.04118140567064592,0.2652634946752594,0.26526349467525945,0.26137917733673427
500100061,0.011525911937598853,0.30851648351648353,0.3085164835164835,0.2960712787754296
500100062,0.0063714305350062546,0.1605654761904762,0.1605654761904762,0.15876623376623375
500100063,0.06559698449671102,0.31371833360997453,0.31371833360997436,0.3074458693198597
500100064,0.06035475233170885,0.36128205128205126,0.36128205128205126,0.35794431333561766
500100065,0.058240650988307247,0.37111896040467474,0.3711189604046747,0.3665592499618344
500100066,0.05110059255327435,0.3494505494505495,0.3494505494505495,0.34476735098138683
