QUESTIONNAIRE_ID,SAMPLE_QUESTIONNAIRE_ID,BLEU_SCORE,ROUGE_L_PRECISION,ROUGE_L_RECALL,ROUGE_L_F1
500100023,500100014,0.022360647522747055,0.21502197802197798,0.20787728937728936,0.19861636159532764
500100024,500100045,0.007760442763540409,0.17767219552933838,0.14028035456606885,0.1535152765806909
500100025,500100059,0.017555681073467284,0.15680186215900505,0.13049319727891154,0.1379669738873145
500100026,500100014,0.029575686963426783,0.2192014235764236,0.21387438949938947,0.2013157540611635
500100027,500100046,0.005548328965349235,0.1156582633053221,0.12446581196581195,0.11680170388725668
500100028,500100056,0.006705326225902388,0.14230769230769233,0.13648888888888888,0.13232104414719015
500100030,500100058,0.007819557793193955,0.1865388579674294,0.1783625105053676,0.17838543722032815
500100031,1173002,0.007456857107581459,0.14791386064915474,0.1546439393939394,0.14812216972275194
500100032,500100023,0.028214942667687364,0.20484436198721911,0.21564625850340136,0.1935493575603305
500100033,500100054,0.008629807480962055,0.12536525974025975,0.12267295969077598,0.11751860784052633
500100034,500100022,0.00964235220887495,0.19169758812615956,0.17995253046273457,0.1805841422226566
500100035,500000003,0.0011258049881063808,0.015413059163059161,0.021577380952380952,0.01726117235018164
500100036,500100019,0.004101115506099254,0.16955038425626656,0.11096904098304881,0.1280307965865317
500100038,500100013,0.009568439120894518,0.14850665266106444,0.21299450549450552,0.17175830345298318
500100039,1173001,0.008769814811263587,0.22780151135414292,0.19687003472717762,0.2039656152169006
500100040,500100014,0.007686146011538429,0.2128809523809524,0.1940503663003663,0.19366279030866176
500100041,500100031,0.01755509702009446,0.15279066171923317,0.17279846004335797,0.15805215789298888
500100042,500100051,0.016780213704567414,0.21330128205128204,0.23682208994708992,0.21395882058250398
500100043,500100035,0.044057371963193134,0.22888888888888886,0.21425644072702893,0.2188730319334688
500100044,500100049,0.022963367585957253,0.18434149184149184,0.11011892476288761,0.13607383943525952
500100046,500100066,0.006376305492512381,0.17022607022607023,0.15112433862433863,0.15318953723560189
500100047,500100053,0.020924707186304875,0.13651919512322472,0.16794819078947368,0.14442219325153077
500100048,1173003,0.007401929394999931,0.18369115452448784,0.2245941558441558,0.19500119795660364
500100049,500100008,0.013917418768530651,0.16849259586875684,0.1755355815552739,0.1622912665745533
500100050,500100059,0.028999498238477993,0.170522754556368,0.20054421768707487,0.17835388631849736
500100051,500100063,0.029210554014728086,0.15072976138193525,0.14902991452991451,0.14408909657251526
500100053,500100017,0.021935343966235976,0.17127033963768656,0.17519215478399153,0.16948360205936006
500100054,500100011,0.022361471408692275,0.14144662068810676,0.14048634281477415,0.13120279248994335
500100056,500100038,0.019652295462585612,0.1585678210678211,0.11234485173379696,0.12804412749248126
500100057,1146004,0.0,0.008333333333333331,0.04285714285714286,0.013492063492063491
500100058,500100017,0.016918875495881648,0.16842727475605626,0.16630913729128013,0.16180355947161623
500100059,500100061,0.007579089897399072,0.19064713064713068,0.23613492063492061,0.1998268659806728
500100060,500100049,0.01957042400106145,0.21108930751787894,0.15734106508100315,0.1775957307457683
500100061,500100002,0.01723675028910013,0.1781573123076391,0.17004101865212976,0.16284048636552528
500100063,500000002,0.021432092313399275,0.2140842013888889,0.2673397349178599,0.23270832202846314
500100064,500100017,0.02527944002232339,0.16532165750915753,0.17407815398886825,0.16647197372269723
500100065,500100029,0.031744973815486126,0.19697264187060104,0.17442905733722058,0.1763263390135448
500100066,500100048,0.015030037658358496,0.1851655505952381,0.16648002349978452,0.16894345827616397
